nome_completo,descricao_curta,setor,subsetor,organizacao,localizacoes,latitude,longitude,endereco_principal,custo_estimado,moeda,custo_original,status_atividade,eh_ppp,tipo_projeto,arranjo_contratual,processo_licitacao,outro_arranjo_contratual,outro_processo_licitacao,GUID
Iluminação Pública - Timon (MA),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 174 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Maranhão; Timon,"{'address': 'Timon, Maranhão', 'location': {'x': '-42.8358643', 'y': '-5.0936585'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Timon, Maranhão', 'City': 'Timon', 'Subregion': '', 'Region': 'Maranhão'}}","{'address': 'MA', 'location': {'x': '-45.280300788813', 'y': '-5.056613904767'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Maranhão', 'City': '', 'Subregion': '', 'Region': 'Maranhão'}}",Maranhão,8402222.0,BRL,8402222.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,ca3d8c8e-9551-47fd-9812-faf4a83b663a
Ilumina&#231;&#227;o P&#250;blica - Cajamar (SP),A definir,Urban Services,Street Lighting,SEPPI,Cajamar,,,Cajamar,0.192608,BRL,0.192608 BRL,Project Definition,True,Refurbishment/Replacement,,,,,ca7244e0-1896-448f-93ae-08dd28ef4fa1
Ilumina&#231;&#227;o P&#250;blica - Atibaia (SP),A definir,Urban Services,Street Lighting,SEPPI,Atibaia,,,Atibaia,6786089.525,BRL,6786089.525 BRL,Project Definition,True,Refurbishment/Replacement,,,,,cd09c066-1acf-4dfe-88ef-48104f43a451
Ilumina&#231;&#227;o P&#250;blica - Tr&#234;s Rios (RJ),A definir,Urban Services,Street Lighting,SEPPI,Três Rios,,,Três Rios,0.184949,BRL,0.184949 BRL,Project Definition,True,Refurbishment/Replacement,,,,,cd14049b-650b-4ebb-ba2e-b1f85574c602
Distribuição de água e tratamento de esgotos-Arapiraca-Bloco D Alagoas,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Alagoas,,,Alagoas,299692800.0,BRL,299692800.0 BRL,Project Definition,True,Expansion,,,,,cf9dc634-599e-4050-96b7-7ecd8d07734b
Terminais Ferrovi&#225;rios da Ferrovia Norte-Sul,Creiação de terminais dedicados  &#224; movimentação de movimentação e armazenagem de granel sólido agrícola e combustíveis,Transport,Intercity Rail,SEPPI,Palmeirante; Porto Nacional,"{'address': 'Palmeirante, Tocantins', 'location': {'x': '-47.9260284', 'y': '-7.858502'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Palmeirante, Tocantins', 'City': 'Palmeirante', 'Subregion': '', 'Region': 'Tocantins'}}","{'address': 'Porto Nacional, Tocantins', 'location': {'x': '-48.4130732', 'y': '-10.7139729'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Porto Nacional, Tocantins', 'City': 'Porto Nacional', 'Subregion': '', 'Region': 'Tocantins'}}",Palmeirante,0.192127,BRL,0.192127 BRL,Project Definition,True,New,,,,,d032e92f-047d-46d4-aaff-87af081e72e9
BR-116/392/RS - Rota Portu&#225;ria do Sul,A definir,Transport,Highway,SEPPI,Estado do Rio Grande do Sul,,,Estado do Rio Grande do Sul,1167007360.0,BRL,1167007360.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d0924337-cfb7-4d3f-89c5-4a5146d1d71a
Iluminação Pública - IP Joinville (SC),A Definir,Urban Services,Street Lighting,SEPPI,Santa Catarina,,,Santa Catarina,35166560.0,BRL,35166560.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d0fe2313-19a2-4a22-be33-08e5166b4403
MUC05 - graneis s&#243;lidos minerais no porto de Fortaleza/CE,"com área de aproximadamente 38.883,85m&#178; será destinada &#224; movimentação e armazenagem de graneis sólidos minerais",Transport,Seaport,SEPPI,Fortaleza,,,Fortaleza,8698608.36,BRL,8698608.36 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d368c972-4dfe-4f97-80f7-ca0edc29e190
Ilumina&#231;&#227;o P&#250;blica - Campina Grande (PB),A definir,Urban Services,Street Lighting,SEPPI,Campina Grande,,,Campina Grande,0.608746,BRL,0.608746 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d38bc739-d6df-4cf4-89b8-3cc4c349be29
Ilumina&#231;&#227;o P&#250;blica - Araripina (PE),A definir,Urban Services,Street Lighting,SEPPI,Araripina,,,Araripina,2749539.909,BRL,2749539.909 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d5712e3d-b65c-4eee-80c9-0959c730a366
Ferrovia EF-170/MT/PA (Ferrogrão),"A EF-170, também chamada de Ferrogrão, visa consolidar o novo corredor ferroviário de exportação do Brasil pelo Arco Norte. A ferrovia conta com uma extensão de 933 km, conectando a região produtora de grãos do Centro-Oeste ao Estado do Pará, desembocando no Porto de Miritituba/PA.",Transport,Intercity Rail,SEPPI,"Mato Grosso,Pará",,,"Mato Grosso,Pará",4760204400.0,BRL,4760204400.0 BRL,Project Preparation,True,New,,,,,d5b67959-aa00-4ac7-97bd-b0d3c01ace0b
Iluminação Pública - São José dos Pinhais (PR),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 329 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Paraná; São José dos Pinhais,"{'address': 'PR', 'location': {'x': '-51.616519840319', 'y': '-24.636114420615'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'São José dos Pinhais, Paraná', 'location': {'x': '-49.0889425', 'y': '-25.5326509'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'São José dos Pinhais, Paraná', 'City': 'São José dos Pinhais', 'Subregion': '', 'Region': 'Paraná'}}",Paraná,7612405.0,BRL,7612405.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d5dd73b3-ddbb-4ece-a8e9-24c7a08cc5c1
Unidades de Manejo na Flona do Bom Futuro/RO,"Concessão para manejo florestal sustentável de 90 mil hectares, dos quais aproximadamente 12,4 mil hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Rondônia,,,Rondônia,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,d75ad856-f5cf-495f-9c77-69298bf32699
Ilumina&#231;&#227;o P&#250;blica - Senhor do Bomfim (BA),A definir,Urban Services,Street Lighting,SEPPI,Senhor do Bonfim,,,Senhor do Bonfim,0.19262,BRL,0.19262 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d842d6bf-2fd8-4d13-812b-055879f0c7d5
3º Ciclo de Oferta Permanente no regime de partilha,A Definir,Energy,Other Energy,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,d9463ed7-caf9-44cf-812f-f9be35dfa3d2
RIG25 – Terminal de granel líquido no Porto de Rio Grande/RS,A Definir,Transport,Seaport,SEPPI,Rio Grande do Sul,,,Rio Grande do Sul,2305600.0,BRL,2305600.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d98588a1-06ee-4424-998a-47280cfdcb17
SFS201 - Terminal de carga geral no Porto de São Francisco do Sul/SC,A Definir,Transport,Seaport,SEPPI,Santa Catarina,,,Santa Catarina,1584000.0,BRL,1584000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,d9a3e730-68e0-4064-b6f0-437ccb2bd32a
Consórcio Regional de Saneamento Básico Central de Minas - CORESAB,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Minas Gerais,,,Minas Gerais,14566855.0,BRL,14566855.0 BRL,Project Definition,True,New,,,,,dbfad300-3196-4119-8282-6cef42d22fae
